"Agrupación","AverageShortestPathLength","BetweennessCentrality","Categoría","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","Grupo Regional","IsSingleNode","Matching.Attribute","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","ODS","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"EFS","2.786259541984733","0.012055333419587136","","0.35890410958904106","0.0","27","5","OLACEFS","false","Honduras","Honduras","16.77777777777778","0","27","","0","0.9787350054525626","false","0","Honduras","195448","0.2253968253968254"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Haiti","Haiti","0.0","0","0","","0","Infinity","false","0","Haiti","0","0.0"
"EFS","3.7404580152671754","0.0012403843265286329","","0.26734693877551025","0.0","2","6","CAROSAI","false","Guyana","Guyana","8.5","0","2","","0","0.9673754998182479","false","0","Guyana","13010","0.6818181818181818"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Guinea Ecuatorial","Guinea Ecuatorial","0.0","0","0","","0","Infinity","false","0","Guinea Ecuatorial","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Guinea Bissau","Guinea Bissau","0.0","0","0","","0","Infinity","false","0","Guinea Bissau","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Guinea","Guinea","0.0","0","0","","0","Infinity","false","0","Guinea","0","0.0"
"EFS","2.8396946564885495","0.009261777526018212","","0.3521505376344086","0.0","22","5","OLACEFS","false","Guatemala","Guatemala","17.136363636363637","0","22","","0","0.9780988731370411","false","0","Guatemala","150926","0.23729946524064172"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Guam","Guam","0.0","0","0","","0","Infinity","false","0","Guam","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Grecia","Grecia","0.0","0","0","","0","Infinity","false","0","Grecia","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Granada","Granada","0.0","0","0","","0","Infinity","false","0","Granada","0","0.0"
"EFS","3.3435114503816794","3.4589463392554505E-4","","0.2990867579908676","0.0","2","6","AFROSAI","false","Ghana","Ghana","20.0","0","2","","0","0.9721010541621228","false","0","Ghana","2686","0.59375"
"EFS","2.954198473282443","0.0035814861679879535","","0.33850129198966405","0.0","7","5","EUROSAI","false","Georgia","Georgia","19.333333333333332","0","7","","1","0.9767357324609233","false","0","Georgia","21308","0.26570048309178745"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Gambia","Gambia","0.0","0","0","","0","Infinity","false","0","Gambia","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Gabon","Gabon","0.0","0","0","","0","Infinity","false","0","Gabon","0","0.0"
"EFS","3.4732824427480917","4.322343156969144E-4","","0.2879120879120879","0.0","2","7","OLACEFS","false","Francia","Francia","29.5","0","2","","0","0.9705561613958561","false","0","Francia","1670","0.5377358490566038"
"EFS","2.885496183206107","0.011650659604127407","","0.34656084656084657","0.0","11","6","OLACEFS","false","Finlandia","Finlandia","15.7","0","11","","1","0.977553616866594","false","0","Finlandia","71448","0.19090909090909092"
"EFS","3.6412213740458017","4.1508621497396355E-4","","0.2746331236897275","0.0","2","6","ASOSAI","false","Filipinas","Filipinas","9.5","0","2","","0","0.9685568884042167","false","0","Filipinas","1982","0.5"
"EFS","3.7557251908396947","0.0014073493376847246","","0.266260162601626","0.0","4","6","PASAI","false","Fiji","Fiji","9.25","0","4","","0","0.9671937477280989","false","0","Fiji","76488","0.5892857142857143"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Federacion de Rusia","Federacion de Rusia","0.0","0","0","","0","Infinity","false","0","Federacion de Rusia","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Etiopia","Etiopia","0.0","0","0","","0","Infinity","false","0","Etiopia","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Eswatini","Eswatini","0.0","0","0","","0","Infinity","false","0","Eswatini","0","0.0"
"EFS","2.9618320610687023","0.0040535788440570365","","0.33762886597938147","0.0","9","6","OLACEFS","false","Estonia","Estonia","18.571428571428573","0","9","","2","0.9766448564158487","false","0","Estonia","24500","0.2510204081632653"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Estados Unidos de America","Estados Unidos de America","0.0","0","0","","0","Infinity","false","0","Estados Unidos de America","0","0.0"
"EFS","2.931297709923664","0.00444796583144293","","0.3411458333333333","0.0","10","6","OLACEFS","false","Espana","Espana","23.666666666666668","0","10","","1","0.9770083605961468","false","0","Espana","57374","0.3148148148148148"
"EFS","3.0","0.003238081414185826","","0.3333333333333333","0.0","6","6","EUROSAI","false","Eslovenia","Eslovenia","18.5","0","6","","0","0.9761904761904762","false","0","Eslovenia","17978","0.26119402985074625"
"EFS","2.7938931297709924","0.018097265060914493","","0.35792349726775957","0.0","22","5","EUROSAI","false","Eslovaquia","Eslovaquia","11.38888888888889","0","22","","2","0.9786441294074881","false","0","Eslovaquia","82840","0.13319088319088318"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Eritrea","Eritrea","0.0","0","0","","0","Infinity","false","0","Eritrea","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Emiratos Arabes Unidos","Emiratos Arabes Unidos","0.0","0","0","","0","Infinity","false","0","Emiratos Arabes Unidos","0","0.0"
"EFS","2.900763358778626","0.0034197844273731897","","0.3447368421052632","0.0","15","5","OLACEFS","false","El Salvador","El Salvador","19.933333333333334","0","15","","0","0.977371864776445","false","0","El Salvador","64380","0.28258706467661693"
"EFS","3.8396946564885495","9.59205244881508E-4","","0.26043737574552683","0.0","2","6","ARABOSAI","false","Egipto","Egipto","5.5","0","2","","0","0.9661941112322792","false","0","Egipto","20630","0.5"
"EFS","2.7557251908396947","0.01984473939833729","","0.3628808864265928","0.0","31","5","OLACEFS","false","Ecuador","Ecuador","15.67741935483871","0","31","","0","0.9790985096328607","false","0","Ecuador","238692","0.20967741935483872"
"EFS","3.114503816793893","1.340249724721881E-4","","0.32107843137254904","0.0","2","6","OLACEFS","false","Dominica","Dominica","33.5","0","2","","0","0.9748273355143583","false","0","Dominica","1682","0.5701754385964912"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Djibouti","Djibouti","0.0","0","0","","0","Infinity","false","0","Djibouti","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Dinamarca","Dinamarca","0.0","0","0","","0","Infinity","false","0","Dinamarca","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Curazao","Curazao","0.0","0","0","","0","Infinity","false","0","Curazao","0","0.0"
"EFS","2.9236641221374047","0.003808718605712525","","0.34203655352480417","0.0","15","5","OLACEFS","false","Cuba","Cuba","19.8","0","15","","0","0.9770992366412213","false","0","Cuba","85016","0.29375"
"EFS","2.984732824427481","0.003303233068412605","","0.3350383631713555","0.0","7","6","EUROSAI","false","Croacia","Croacia","18.0","0","7","","1","0.9763722282806252","false","0","Croacia","16102","0.2463768115942029"
"EFS","2.801526717557252","0.012823964804686543","","0.3569482288828338","0.0","26","5","OLACEFS","false","Costa Rica","Costa Rica","16.192307692307693","0","26","","0","0.9785532533624137","false","0","Costa Rica","187676","0.2201783723522854"
"EFS","3.50381679389313","1.4739603816062716E-4","","0.28540305010893247","0.0","2","6","AFROSAI","false","Costa de Marfil","Costa de Marfil","19.0","0","2","","0","0.9701926572155579","false","0","Costa de Marfil","2106","0.72"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Congo","Congo","0.0","0","0","","0","Infinity","false","0","Congo","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Comores","Comores","0.0","0","0","","0","Infinity","false","0","Comores","0","0.0"
"EFS","2.801526717557252","0.011121730922836585","","0.3569482288828338","0.0","26","5","OLACEFS","false","Colombia","Colombia","16.807692307692307","0","26","","0","0.9785532533624137","false","0","Colombia","175680","0.22909698996655517"
"EFS","3.0610687022900764","9.511955367144499E-4","","0.32668329177057354","0.0","5","5","OLACEFS","false","Chipre","Chipre","19.75","0","5","","1","0.9754634678298801","false","0","Chipre","10898","0.3232758620689655"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","China","China","0.0","0","0","","0","Infinity","false","0","China","0","0.0"
"EFS","2.763358778625954","0.014487589262570403","","0.36187845303867405","0.0","30","5","OLACEFS","false","Chile","Chile","16.166666666666668","0","30","","0","0.9790076335877862","false","0","Chile","225258","0.21666666666666667"
"EFS","3.053435114503817","0.0023644909039989654","","0.32749999999999996","0.0","5","5","OLACEFS","false","Canada","Canada","14.0","0","5","","0","0.9755543438749547","false","0","Canada","9326","0.22413793103448276"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Camerun","Camerun","0.0","0","0","","0","Infinity","false","0","Camerun","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Camboya","Camboya","0.0","0","0","","0","Infinity","false","0","Camboya","0","0.0"
"EFS","4.068702290076335","2.2565994509744528E-4","","0.2457786116322702","0.0","2","7","AFROSAI","false","Cabo Verde","Cabo Verde","17.5","0","2","","0","0.9634678298800436","false","0","Cabo Verde","514","0.55"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Burundi","Burundi","0.0","0","0","","0","Infinity","false","0","Burundi","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Burkina Faso","Burkina Faso","0.0","0","0","","0","Infinity","false","0","Burkina Faso","0","0.0"
"EFS","2.8625954198473282","0.010624171873694731","","0.34933333333333333","0.0","12","5","EUROSAI","false","Bulgaria","Bulgaria","17.1","0","12","","2","0.9778262450018176","false","0","Bulgaria","49496","0.2064102564102564"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Brunei Darussalam","Brunei Darussalam","0.0","0","0","","0","Infinity","false","0","Brunei Darussalam","0","0.0"
"EFS","2.7251908396946565","0.0230122714941956","","0.3669467787114846","0.0","34","5","OLACEFS","false","Brasil","Brasil","14.794117647058824","0","34","","0","0.9794620138131588","false","0","Brasil","270076","0.19428334714167358"
"EFS","3.3435114503816794","3.4589463392554505E-4","","0.2990867579908676","0.0","2","6","AFROSAI","false","Botswana","Botswana","20.0","0","2","","0","0.9721010541621228","false","0","Botswana","2686","0.59375"
"EFS","3.2977099236641223","0.0011563405010817825","","0.3032407407407407","0.0","5","6","EUROSAI","false","Bosnia-Herzegovina","Bosnia-Herzegovina","13.5","0","5","","1","0.9726463104325701","false","0","Bosnia-Herzegovina","5078","0.32894736842105265"
"EFS","2.984732824427481","0.0016566760039280256","","0.3350383631713555","0.0","10","5","OLACEFS","false","Bolivia","Bolivia","21.2","0","10","","0","0.9763722282806252","false","0","Bolivia","24468","0.3258064516129032"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Bielorrusia","Bielorrusia","0.0","0","0","","0","Infinity","false","0","Bielorrusia","0","0.0"
"EFS","3.6412213740458017","4.1508621497396355E-4","","0.2746331236897275","0.0","2","6","ASOSAI","false","Bhutan","Bhutan","9.5","0","2","","0","0.9685568884042167","false","0","Bhutan","1982","0.5"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Bermuda","Bermuda","0.0","0","0","","0","Infinity","false","0","Bermuda","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Benin","Benin","0.0","0","0","","0","Infinity","false","0","Benin","0","0.0"
"EFS","3.068702290076336","0.0036472284571159824","","0.32587064676616917","0.0","2","5","OLACEFS","false","Belice","Belice","31.0","0","2","","0","0.9753725917848056","false","0","Belice","11324","0.5"
"EFS","3.267175572519084","0.0017640161446157083","","0.3060747663551402","0.0","5","6","OLACEFS","false","Belgica","Belgica","18.75","0","5","","1","0.9730098146128681","false","0","Belgica","4462","0.3169642857142857"
"EFS","3.435114503816794","9.841159153329593E-5","","0.2911111111111111","0.0","2","6","EUROSAI","false","Belarus","Belarus","20.0","0","2","","0","0.9710105416212287","false","0","Belarus","658","0.5757575757575758"
"EFS","3.7404580152671754","0.0012403843265286329","","0.26734693877551025","0.0","2","6","CAROSAI","false","Barbados","Barbados","8.5","0","2","","0","0.9673754998182479","false","0","Barbados","13010","0.6818181818181818"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Bangladesh","Bangladesh","0.0","0","0","","0","Infinity","false","0","Bangladesh","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Bahrein","Bahrein","0.0","0","0","","0","Infinity","false","0","Bahrein","0","0.0"
"EFS","3.7404580152671754","0.0012403843265286329","","0.26734693877551025","0.0","2","6","CAROSAI","false","Bahamas","Bahamas","8.5","0","2","","0","0.9673754998182479","false","0","Bahamas","13010","0.6818181818181818"
"EFS","3.984732824427481","2.9252147397835376E-4","","0.2509578544061303","0.0","2","6","EUROSAI","false","Azerbaiyan","Azerbaiyan","17.5","0","2","","0","0.9644674663758633","false","0","Azerbaiyan","688","0.532258064516129"
"EFS","2.9389312977099236","0.007584487538626966","","0.34025974025974026","0.0","11","6","OLACEFS","false","Austria","Austria","15.0","0","11","","2","0.9769174845510723","false","0","Austria","44194","0.19718309859154928"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Australia","Australia","0.0","0","0","","0","Infinity","false","0","Australia","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Aruba","Aruba","0.0","0","0","","0","Infinity","false","0","Aruba","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Armenia","Armenia","0.0","0","0","","0","Infinity","false","0","Armenia","0","0.0"
"EFS","2.900763358778626","0.009123997819484397","","0.3447368421052632","0.0","16","5","OLACEFS","false","Argentina","Argentina","16.5","0","16","","0","0.977371864776445","false","0","Argentina","71330","0.23484848484848486"
"EFS","3.8396946564885495","9.59205244881508E-4","","0.26043737574552683","0.0","2","6","ARABOSAI","false","Argelia","Argelia","5.5","0","2","","0","0.9661941112322792","false","0","Argelia","20630","0.5"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Arabia Saudita","Arabia Saudita","0.0","0","0","","0","Infinity","false","0","Arabia Saudita","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Antigua y Barbuda","Antigua y Barbuda","0.0","0","0","","0","Infinity","false","0","Antigua y Barbuda","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Anguilla","Anguilla","0.0","0","0","","0","Infinity","false","0","Anguilla","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Angola","Angola","0.0","0","0","","0","Infinity","false","0","Angola","0","0.0"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Andorra","Andorra","0.0","0","0","","0","Infinity","false","0","Andorra","0","0.0"
"EFS","2.9083969465648853","0.004538254241056435","","0.34383202099737536","0.0","12","5","OLACEFS","false","Alemania","Alemania","16.0","0","12","","2","0.9772809887313704","false","0","Alemania","44778","0.20833333333333334"
"EFS","3.2290076335877864","0.003014664611139801","","0.30969267139479906","0.0","10","5","EUROSAI","false","Albania","Albania","13.75","0","10","","1","0.9734641948382406","false","0","Albania","13894","0.29651162790697677"
"EFS","0.0","0.0","","0.0","0.0","0","0","","true","Afganistan","Afganistan","0.0","0","0","","0","Infinity","false","0","Afganistan","0","0.0"
"INFORMES","2.8969465648854964","0.008339778894640625","Rendición de Cuentas","0.3451910408432147","0.0","4","5","","false","418","418","42.25","0","4","","0","0.9774173027989822","false","0","418","46206","0.4796511627906977"
"INFORMES","2.8206106870229006","0.0019017683714861987","Rendición de Cuentas","0.35453315290933696","0.0","4","5","","false","414","414","43.25","0","4","","0","0.9783260632497273","false","0","414","7860","0.48011363636363635"
"INFORMES","3.7213740458015265","3.9322478490347016E-5","Sector de Asuntos Sociales","0.26871794871794874","0.0","2","6","","false","403","403","17.5","0","2","","0","0.9676026899309342","false","0","403","290","0.6875"
"INFORMES","2.767175572519084","0.0025509589800857594","Rendición de Cuentas","0.36137931034482756","0.0","5","5","","false","388","388","39.0","0","5","","0","0.9789621955652491","false","0","388","18756","0.40860215053763443"
"INFORMES","2.7519083969465647","8.910960625417785E-4","Economía y Finanzas","0.3633841886269071","0.0","3","5","","false","369","369","42.666666666666664","0","3","","0","0.979143947655398","false","0","369","9132","0.4166666666666667"
"INFORMES","2.4923664122137406","0.015593216671946014","Auditoría Medioambiental","0.4012251148545176","0.0","22","5","","false","365","365","23.045454545454547","0","22","","0","0.9822337331879316","false","0","365","158346","0.1933811802232855"
"INFORMES","2.7061068702290076","0.0016782470835134974","Auditoría Medioambiental","0.3695345557122708","0.0","4","5","","false","358","358","36.25","0","4","","0","0.9796892039258451","false","0","358","13532","0.3357142857142857"
"INFORMES","3.286259541984733","0.001907707556474463","Cultura y Educación","0.3042973286875726","0.0","12","6","","false","355","355","23.333333333333332","0","12","","0","0.9727826245001817","false","0","355","46802","0.42138364779874216"
"INFORMES","3.286259541984733","0.001907707556474463","Cultura y Educación","0.3042973286875726","0.0","12","6","","false","354","354","23.333333333333332","0","12","","0","0.9727826245001817","false","0","354","46802","0.42138364779874216"
"INFORMES","2.7595419847328246","0.009686729991619425","Auditoría Medioambiental","0.3623789764868603","0.0","9","5","","false","346","346","16.444444444444443","0","9","","0","0.9790530716103236","false","0","346","36076","0.16430260047281323"
"INFORMES","2.8053435114503817","0.0020571705022896145","Auditoría Medioambiental","0.3564625850340136","0.0","5","5","","false","284","284","36.0","0","5","","0","0.9785078153398763","false","0","284","8950","0.39325842696629215"
"INFORMES","2.782442748091603","0.05895221493319153","Sector de Asuntos Sociales","0.35939643347050754","0.0","15","5","","false","328","328","14.266666666666667","0","15","","0","0.9787804434751001","false","0","328","571968","0.149063670411985"
"INFORMES","2.7213740458015265","0.0039023821953204064","Auditoría Medioambiental","0.3674614305750351","0.0","7","5","","false","319","319","30.428571428571427","0","7","","0","0.9795074518356961","false","0","319","23612","0.30338733431516934"
"INFORMES","2.881679389312977","0.0017826978619578805","Rendición de Cuentas","0.3470198675496689","0.0","4","5","","false","432","432","42.75","0","4","","0","0.9775990548891312","false","0","432","6236","0.48546511627906974"
"INFORMES","3.4923664122137406","2.3996532351765236E-4","Sector Sanitario","0.2863387978142076","0.0","2","6","","false","428","428","20.5","0","2","","0","0.9703289712831697","false","0","428","1396","0.527027027027027"
"INFORMES","2.8893129770992365","0.005672340177192602","Rendición de Cuentas","0.34610303830911493","0.0","4","5","","false","412","412","42.25","0","4","","0","0.9775081788440567","false","0","412","14126","0.4796511627906977"
"INFORMES","2.7595419847328246","0.001774796159594195","Rendición de Cuentas","0.3623789764868603","0.0","4","5","","false","402","402","45.75","0","4","","0","0.9790530716103236","false","0","402","15584","0.4710526315789474"
"INFORMES","3.33206106870229","0.00488599660620035","Rendición de Cuentas","0.30011454753722794","0.0","10","6","","false","438","438","9.0","0","10","","0","0.9722373682297347","false","0","438","14116","0.16666666666666666"
"INFORMES","2.7442748091603053","0.00467934486545828","Sector de Asuntos Sociales","0.36439499304589706","0.0","6","5","","false","385","385","22.5","0","6","","0","0.9792348237004725","false","0","385","17564","0.22631578947368422"
"INFORMES","2.5916030534351147","0.01020548039756415","Auditoría Medioambiental","0.38586156111929304","0.0","17","5","","false","381","381","26.0","0","17","","0","0.981052344601963","false","0","381","107246","0.2336448598130841"
"INFORMES","2.736641221374046","0.0012417915437331617","Economía y Finanzas","0.36541143654114366","0.0","4","5","","false","371","371","35.75","0","4","","0","0.9793256997455471","false","0","371","11024","0.34405940594059403"
"INFORMES","2.5","0.019636154388029937","Energía","0.4","0.0","20","5","","false","353","353","26.15","0","20","","0","0.9821428571428571","false","0","353","286982","0.22657657657657657"
"INFORMES","2.812977099236641","0.0017712764882373572","Auditoría Medioambiental","0.35549525101763907","0.0","4","5","","false","282","282","29.0","0","4","","0","0.9784169392948018","false","0","282","6678","0.3111111111111111"
"INFORMES","2.7442748091603053","0.011532214213873465","Empleo","0.36439499304589706","0.0","8","5","","false","256","256","24.625","0","8","","0","0.9792348237004725","false","0","256","34288","0.2540322580645161"
"INFORMES","2.7519083969465647","0.007198226063488627","Economía y Finanzas","0.3633841886269071","0.0","8","5","","false","251","251","25.25","0","8","","0","0.979143947655398","false","0","251","41264","0.26358695652173914"
"INFORMES","3.2786259541984735","0.0014047699961849418","Agricultura","0.30500582072176946","0.0","12","6","","false","239","239","24.666666666666668","0","12","","0","0.9728735005452562","false","0","239","12054","0.40804597701149425"
"INFORMES","2.5","0.019636154388029937","Energía","0.4","0.0","20","5","","false","305","305","26.15","0","20","","0","0.9821428571428571","false","0","305","286982","0.22657657657657657"
"INFORMES","2.5","0.019636154388029937","Energía","0.4","0.0","20","5","","false","304","304","26.15","0","20","","0","0.9821428571428571","false","0","304","286982","0.22657657657657657"
"INFORMES","2.736641221374046","0.006576871254659975","Economía y Finanzas","0.36541143654114366","0.0","8","5","","false","308","308","26.5","0","8","","0","0.9793256997455471","false","0","308","37590","0.2712765957446808"
"INFORMES","3.881679389312977","0.006107652452355831","Sector Sanitario","0.2576204523107178","0.0","2","6","","false","434","434","9.5","0","2","","0","0.9656942929843693","false","0","434","26546","0.5"
"INFORMES","2.8893129770992365","0.008539667540049875","Rendición de Cuentas","0.34610303830911493","0.0","4","5","","false","431","431","42.25","0","4","","0","0.9775081788440567","false","0","431","37698","0.4796511627906977"
"INFORMES","2.8969465648854964","0.008339778894640618","Rendición de Cuentas","0.3451910408432147","0.0","4","5","","false","401","401","42.25","0","4","","0","0.9774173027989822","false","0","401","46206","0.4796511627906977"
"INFORMES","3.622137404580153","0.004643147313714118","Rendición de Cuentas","0.27608008429926234","0.0","7","6","","false","390","390","7.428571428571429","0","7","","0","0.9687840785169028","false","0","390","29570","0.24725274725274726"
"INFORMES","2.6297709923664123","0.01483880859237181","Auditoría Medioambiental","0.38026124818577645","0.0","14","5","","false","387","387","14.428571428571429","0","14","","0","0.9805979643765903","false","0","387","69180","0.13428571428571429"
"INFORMES","3.286259541984733","0.006663786538312587","Agricultura","0.3042973286875726","0.0","12","6","","false","386","386","22.25","0","12","","0","0.9727826245001817","false","0","386","78284","0.37280701754385964"
"INFORMES","2.7061068702290076","0.01397389112105548","Rendición de Cuentas","0.3695345557122708","0.0","10","5","","false","439","439","24.7","0","10","","0","0.9796892039258451","false","0","439","58910","0.24947368421052632"
"INFORMES","2.736641221374046","0.006497528141353623","Auditoría Medioambiental","0.36541143654114366","0.0","9","5","","false","350","350","27.77777777777778","0","9","","0","0.9793256997455471","false","0","350","33518","0.28793309438470727"
"INFORMES","3.286259541984733","0.0011119851417696204","Agricultura","0.3042973286875726","0.0","11","6","","false","301","301","25.727272727272727","0","11","","0","0.9727826245001817","false","0","301","10096","0.4263322884012539"
"INFORMES","3.7519083969465647","0.0012919100577103693","Sector de Asuntos Sociales","0.26653102746693796","0.0","4","6","","false","445","445","8.75","0","4","","0","0.9672391857506362","false","0","445","5748","0.2980769230769231"
"INFORMES","2.7442748091603053","0.0034497892900628878","Contratación Pública","0.36439499304589706","0.0","7","5","","false","274","274","33.285714285714285","0","7","","0","0.9792348237004725","false","0","274","23974","0.34715821812596004"
"INFORMES","2.83587786259542","0.010928552680053124","Auditoría Medioambiental","0.3526244952893674","0.0","8","5","","false","258","258","24.75","0","8","","0","0.9781443111595782","false","0","258","174488","0.26685393258426965"
"INFORMES","2.545801526717557","0.04544623670320561","Auditoría Medioambiental","0.39280359820089955","0.0","17","5","","false","255","255","14.647058823529411","0","17","","0","0.9815976008724101","false","0","255","95076","0.12406417112299466"
"INFORMES","3.3473282442748094","0.00335496307054694","Energía","0.298745724059293","0.0","9","6","","false","236","236","9.555555555555555","0","9","","0","0.9720556161395857","false","0","236","14546","0.21388888888888888"
